sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The pet food is on sale this week.,Food,/f/,What is on sale?,Food,Mood,Supplies,Pets,1,615,en,es,machine_translated,La comida para mascotas está a la venta esta semana.,¿Qué hay en oferta?,Alimento,Ánimo,Suministros
The adoption process takes time.,Adoption,/ɑ/,What takes time?,Adoption,Option,Process,Pets,2,616,en,es,machine_translated,El proceso de adopción lleva tiempo.,¿Qué lleva tiempo?,Adopción,Opción,Proceso
The terrarium needs more humidity.,Terrarium,/t/,What needs humidity?,Terrarium,Aquarium,Tank,Pets,3,617,en,es,machine_translated,El terrario necesita más humedad.,¿Qué necesita humedad?,Terrario,Acuario,Tanque
The microchip provides identification.,Microchip,/m/,What provides ID?,Microchip,Micro chip,Device,Pets,3,618,en,es,machine_translated,El microchip proporciona identificación.,¿Qué proporciona identificación?,Pastilla,Microchip,Dispositivo
The wedding ceremony starts at four.,Ceremony,/s/,What starts at four?,Ceremony,Acrimony,Event,Events,3,619,en,es,machine_translated,La ceremonia nupcial comienza a las cuatro.,¿Qué empieza a las cuatro?,Ceremonia,Acritud,Evento
The reception hall is beautifully decorated.,Reception,/r/,What is decorated?,Reception,Deception,Hall,Events,2,620,en,es,machine_translated,El salón de recepción está bellamente decorado.,¿Qué está decorado?,Recepción,Engaño,Sala
The anniversary party is Saturday.,Anniversary,/æ/,What is Saturday?,Anniversary,Adversary,Party,Events,2,621,en,es,machine_translated,La fiesta de aniversario es el sábado.,¿Qué es el sábado?,Aniversario,Adversario,Fiesta
The graduation ceremony was inspiring.,Graduation,/gr/,What was inspiring?,Graduation,Gradation,Event,Events,2,622,en,es,machine_translated,La ceremonia de graduación fue inspiradora.,¿Qué fue inspirador?,Graduación,Gradación,Evento
The reunion brought everyone together.,Reunion,/r/,What brought everyone together?,Reunion,Union,Event,Events,2,623,en,es,machine_translated,El reencuentro unió a todos.,¿Qué unió a todos?,Reunión,Unión,Evento
The funeral service was touching.,Funeral,/f/,What was touching?,Funeral,Fun oral,Service,Events,2,624,en,es,machine_translated,El funeral fue conmovedor.,¿Qué fue tocar?,Funeral,oral divertido,Servicio
The christening is at the church.,Christening,/kr/,What is at the church?,Christening,Crisp ening,Event,Events,3,625,en,es,machine_translated,El bautizo es en la iglesia.,¿Qué hay en la iglesia?,Bautizo,Crujiente,Evento
The shower gifts were generous.,Shower,/ʃ/,What was generous?,Shower,Tower,Gifts,Events,2,626,en,es,machine_translated,Los obsequios de la despedida de soltera fueron generosos.,¿Qué fue generoso?,Ducha,Torre,Regalos
The engagement was announced yesterday.,Engagement,/ɪ/,What was announced?,Engagement,En gage ment,News,Events,2,627,en,es,machine_translated,El compromiso fue anunciado ayer.,¿Qué se anunció?,Compromiso,Compromiso,Noticias
The celebration lasted all night.,Celebration,/s/,What lasted all night?,Celebration,Sell a bration,Party,Events,2,628,en,es,machine_translated,La celebración duró toda la noche.,¿Qué duró toda la noche?,Celebración,Vender una bración,Fiesta
The invitation arrived in the mail.,Invitation,/v/,What arrived in the mail?,Invitation,In citation,Letter,Events,2,629,en,es,machine_translated,La invitación llegó por correo.,¿Qué llegó por correo?,Invitación,en cita,Carta
The reception was held at the garden.,Reception,/r/,Where was the reception held?,Reception,Ree ception,Venue,Events,2,630,en,es,machine_translated,La recepción se celebró en el jardín.,¿Dónde se realizó la recepción?,Recepción,Ree cepcion,Evento
The physician suggested a chest X-ray for Tuesday.,Chest,/tʃ/,What did the physician suggest?,Chest,Jest,Torso,Medical,3,631,en,es,machine_translated,El médico sugirió una radiografía de tórax para el martes.,¿Qué sugirió el médico?,Pecho,Broma,Torso
The thermometer showed a fever of one hundred three.,Fever,/f/,What did the thermometer show?,Fever,Beaver,Temperature,Medical,2,632,en,es,machine_translated,El termómetro marcaba ciento tres grados de fiebre.,¿Qué marcó el termómetro?,Fiebre,Castor,Temperatura
She should avoid heavy lifting for six weeks.,Lifting,/f/,What should she avoid?,Lifting,Drifting,Exercise,Medical,2,633,en,es,machine_translated,Debe evitar levantar objetos pesados ​​durante seis semanas.,¿Qué debería evitar?,Levantamiento,a la deriva,Ejercicio
The pharmacy delivers prescriptions on Thursdays.,Thursdays,/θ/,When does the pharmacy deliver?,Thursdays,Birthdays,Weekdays,Medical,3,634,en,es,machine_translated,La farmacia entrega recetas los jueves.,¿Cuándo entrega la farmacia?,jueves,cumpleaños,Días laborables
Your cholesterol levels need to be checked again.,Cholesterol,/tʃ/,What needs to be checked?,Cholesterol,Coliseum,Lipids,Medical,4,635,en,es,machine_translated,Es necesario volver a controlar sus niveles de colesterol.,¿Qué hay que comprobar?,Colesterol,Coliseo,lípidos
The physician wants to see you in three months.,Physician,/f/,Who wants to see you?,Physician,Magician,Specialist,Medical,2,636,en,es,machine_translated,El médico quiere verte en tres meses.,¿Quién quiere verte?,Médico,Mago,Especialista
Please fast for twelve hours before the blood test.,Fast,/f/,What should you do before the test?,Fast,Vast,Not eat,Medical,2,637,en,es,machine_translated,Ayune durante doce horas antes del análisis de sangre.,¿Qué debes hacer antes de la prueba?,Rápido,Vasto,no comer
The physical sessions start on Wednesdays.,Sessions,/ʃ/,When do sessions start?,Wednesdays,Weddings,Thursdays,Medical,3,638,en,es,machine_translated,Las sesiones físicas comienzan los miércoles.,¿Cuándo empiezan las sesiones?,miércoles,Bodas,jueves
The fitting room is at the back of the third floor.,Third,/θ/,Which floor is the fitting room on?,Third,Bird,Second,Shopping,3,639,en,es,machine_translated,El probador está al fondo del tercer piso.,¿En qué piso está el probador?,Tercero,Pájaro,Segundo
These shoes come in sizes five through thirteen.,Thirteen,/θ/,What is the largest size?,Thirteen,Thirty,Twelve,Shopping,3,640,en,es,machine_translated,Estos zapatos vienen en tallas del cinco al trece.,¿Cuál es el tamaño más grande?,Trece,Treinta,Doce
The cashier said the total was sixty three dollars.,Sixty,/s/,What was the total?,Sixty three,Fifty three,Seventy three,Shopping,2,641,en,es,machine_translated,El cajero dijo que el total era sesenta y tres dólares.,¿Cuál fue el total?,sesenta y tres,cincuenta y tres,setenta y tres
Would you like this gift wrapped for five dollars?,Wrapped,/r/,What would you like done?,Wrapped,Rapped,Boxed,Shopping,2,642,en,es,machine_translated,¿Quieres este regalo envuelto por cinco dólares?,¿Qué te gustaría que se hiciera?,Envuelto,rapeado,En caja
The store offers a fifteen percent student discount.,Fifteen,/f/,What is the discount?,Fifteen percent,Fifty percent,Ten percent,Shopping,2,643,en,es,machine_translated,La tienda ofrece un descuento del quince por ciento para estudiantes.,¿Cuál es el descuento?,quince por ciento,cincuenta por ciento,Diez por ciento
They charge for shipping on orders under thirty five.,Shipping,/ʃ/,What do they charge for?,Shipping,Chipping,Delivery,Shopping,3,644,en,es,machine_translated,Cobran por el envío en pedidos menores de treinta y cinco.,¿Por qué cobran?,Envío,astillado,Entrega
The returns desk closes at seven on Saturdays.,Seven,/s/,When does the returns desk close?,Seven,Eleven,Eight,Shopping,2,645,en,es,machine_translated,El mostrador de devoluciones cierra a las siete los sábados.,¿Cuándo cierra el mostrador de devoluciones?,Siete,Once,Ocho
The chef recommended the fresh catch of the day.,Fresh,/f/,What did the chef recommend?,Fresh catch,French catch,Daily special,Restaurant,2,646,en,es,machine_translated,El chef recomendó la pesca fresca del día.,¿Qué recomendó el chef?,captura fresca,captura francesa,Especial del día
We have a reservation under Thompson for seven thirty.,Reservation,/r/,What time is the reservation?,Seven thirty,Seven thirteen,Eight thirty,Restaurant,2,647,en,es,machine_translated,Tenemos una reserva con Thompson para las siete y media.,¿A qué hora es la reserva?,siete y media,Siete trece,Ocho y media
Could I get the dressing on the side of the salad?,Dressing,/dr/,Where do you want the dressing?,On the side,In the slide,On top,Restaurant,2,648,en,es,machine_translated,¿Puedo poner el aderezo al lado de la ensalada?,¿Dónde quieres el aderezo?,en el lado,en la diapositiva,encima
The server said the wait was about forty five minutes.,Forty,/f/,How long is the wait?,Forty five minutes,Fourteen minutes,Thirty five minutes,Restaurant,3,649,en,es,machine_translated,El camarero dijo que la espera fue de unos cuarenta y cinco minutos.,¿Cuánto tiempo hay que esperar?,cuarenta y cinco minutos,catorce minutos,treinta y cinco minutos
This restaurant is famous for its seafood chowder.,Chowder,/tʃ/,What is the restaurant famous for?,Chowder,Powder,Bisque,Restaurant,3,650,en,es,machine_translated,Este restaurante es famoso por su sopa de mariscos.,¿Por qué es famoso el restaurante?,Sopa de pescado,Polvo,Sopa de mariscos
The vegetarian option comes with roasted vegetables.,Vegetarian,/v/,What kind of option is it?,Vegetarian,Veteran,Vegan,Restaurant,3,651,en,es,machine_translated,La opción vegetariana viene con verduras asadas.,¿Qué tipo de opción es?,Vegetariano,Veterano,vegano
Would you like sparkling or still water with dinner?,Sparkling,/sp/,What kind of water was offered?,Sparkling,Parking,Fizzy,Restaurant,2,652,en,es,machine_translated,¿Le gustaría agua con gas o sin gas con la cena?,¿Qué tipo de agua se ofreció?,Espumoso,Aparcamiento,Gaseoso
The brunch buffet is available until one thirty.,Buffet,/b/,What is available?,Buffet,Bouquet,Spread,Restaurant,3,653,en,es,machine_translated,El brunch buffet está disponible hasta la una y media.,¿Qué hay disponible?,Bufé,Ramo,Desparramar
Turn left on Seventh Avenue past the fire station.,Seventh,/s/,Which avenue should you turn on?,Seventh,Eleventh,Fifth,Directions,2,654,en,es,machine_translated,Gire a la izquierda en la Séptima Avenida pasando la estación de bomberos.,¿Qué avenida debes tomar?,Séptimo,Undécimo,Quinto
The shortcut through the park saves about fifteen minutes.,Shortcut,/ʃ/,What saves fifteen minutes?,Shortcut,Short cut,Detour,Directions,2,655,en,es,machine_translated,El atajo por el parque ahorra unos quince minutos.,¿Qué ahorra quince minutos?,Atajo,atajo,Desvío
Follow the signs for Interstate Thirty Five north.,Thirty,/θ/,Which interstate should you follow?,Thirty Five,Dirty Five,Forty Five,Directions,3,656,en,es,machine_translated,Siga las indicaciones hacia la Interestatal treinta y cinco norte.,¿Qué interestatal deberías seguir?,treinta y cinco,cinco sucios,Cuarenta y cinco
The parking garage on Sixth Street has the cheapest rates.,Sixth,/s/,Which street has cheap parking?,Sixth,Sits,Fifth,Directions,3,657,en,es,machine_translated,El aparcamiento de la calle Sexta tiene las tarifas más económicas.,¿Qué calle tiene aparcamiento barato?,Sexto,se sienta,Quinto
The crosswalk signal changes every forty five seconds.,Signal,/s/,What changes every forty five seconds?,Signal,Single,Light,Directions,2,658,en,es,machine_translated,La señal de cruce de peatones cambia cada cuarenta y cinco segundos.,¿Qué cambia cada cuarenta y cinco segundos?,Señal,Soltero,Luz
Continue straight through three traffic circles to the shore.,Three,/θ/,How many traffic circles?,Three,Free,Two,Directions,2,659,en,es,machine_translated,Continúe recto pasando tres rotondas hasta la orilla.,¿Cuántas rotondas?,Tres,Gratis,Dos
The overpass connects to the southbound expressway.,Southbound,/s/,Which direction does the overpass go?,Southbound,Soundbound,Northbound,Directions,3,660,en,es,machine_translated,El paso elevado conecta con la autopista en dirección sur.,¿En qué dirección va el paso elevado?,Hacia el sur,Soundbound,Dirección norte
The quarterly performance review is scheduled for Thursday.,Thursday,/θ/,When is the review?,Thursday,Thirsty,Friday,Work,3,661,en,es,machine_translated,La revisión trimestral del desempeño está prevista para el jueves.,¿Cuándo es la revisión?,Jueves,Sediento,Viernes
Please submit the expense report within thirty days.,Thirty,/θ/,How many days to submit?,Thirty,Dirty,Twenty,Work,2,662,en,es,machine_translated,Por favor envíe el informe de gastos dentro de los treinta días.,¿Cuántos días para presentar?,Treinta,Sucio,Veinte
The software training session covers the new version.,Version,/v/,What does the session cover?,Version,Persian,Update,Work,3,663,en,es,machine_translated,La sesión de formación de software cubre la nueva versión.,¿Qué cubre la sesión?,Versión,persa,Actualizar
The supervisor authorized the purchase for three thousand.,Thousand,/θ/,How much was authorized?,Three thousand,Free thousand,Five thousand,Work,3,664,en,es,machine_translated,El supervisor autorizó la compra por tres mil.,¿Cuánto se autorizó?,tres mil,mil gratis,Cinco mil
Please verify the shipment contains sixty five units.,Verify,/v/,What should you do to the shipment?,Verify,Terrify,Check,Work,3,665,en,es,machine_translated,Verifique que el envío contenga sesenta y cinco unidades.,¿Qué debes hacer con el envío?,Verificar,Aterrorizar,Controlar
The office thermostat is set to seventy two degrees.,Thermostat,/θ/,What is set to seventy two?,Thermostat,Thermometer,Temperature,Work,3,666,en,es,machine_translated,El termostato de la oficina está ajustado a setenta y dos grados.,¿Qué se establece en setenta y dos?,Termostato,Termómetro,Temperatura
The conference call is scheduled for Thursday at three.,Three,/θ/,What time is the conference call?,Three,Free,Four,Work,2,667,en,es,machine_translated,La conferencia telefónica está prevista para el jueves a las tres.,¿A qué hora es la conferencia telefónica?,Tres,Gratis,cuatro
Can you hear me through the speakerphone clearly?,Through,/θ/,How should you hear me?,Through the speakerphone,True the speakerphone,Over the phone,Phone,2,668,en,es,machine_translated,¿Puedes oírme claramente a través del altavoz?,¿Cómo deberías oírme?,A través del altavoz,Verdadero el altavoz,Por telefono
The voicemail said to call back before five thirty.,Five,/f/,When should you call back?,Before five thirty,Before nine thirty,After five thirty,Phone,2,669,en,es,machine_translated,El mensaje de voz decía que volviera a llamar antes de las cinco y media.,¿Cuándo deberías volver a llamar?,Antes de las cinco y media,Antes de las nueve y media,Después de las cinco y media
Please verify your identity with the last four digits.,Verify,/v/,What should you do?,Verify your identity,Terrify your identity,Confirm your name,Phone,3,670,en,es,machine_translated,Por favor verifique su identidad con los últimos cuatro dígitos.,¿Qué deberías hacer?,Verifica tu identidad,Aterroriza tu identidad,Confirma tu nombre
The customer service line is open until seven.,Seven,/s/,When does the line close?,Seven,Eleven,Eight,Phone,2,671,en,es,machine_translated,La línea de atención al cliente está abierta hasta las siete.,¿Cuándo cierra la línea?,Siete,Once,Ocho
Press three for the billing department.,Three,/θ/,Which number for billing?,Three,Free,Four,Phone,2,672,en,es,machine_translated,Presione tres para el departamento de facturación.,¿Qué número de facturación?,Tres,Gratis,cuatro
The automated system asks for your thirteen digit code.,Thirteen,/θ/,How many digits is the code?,Thirteen,Thirty,Fourteen,Phone,3,673,en,es,machine_translated,El sistema automatizado le solicita su código de trece dígitos.,¿Cuantos dígitos tiene el código?,Trece,Treinta,Catorce
The signal strength is better near the south window.,Strength,/str/,Where is the signal better?,Near the south window,Near the south widow,By the north door,Phone,3,674,en,es,machine_translated,La intensidad de la señal es mejor cerca de la ventana sur.,¿Dónde está mejor la señal?,Cerca de la ventana sur,Cerca de la viuda del sur,Por la puerta norte
Thank you for inviting us to your Thanksgiving dinner.,Thanksgiving,/θ/,What event were they invited to?,Thanksgiving dinner,Thanks giving dinner,Christmas dinner,Social,2,675,en,es,machine_translated,Gracias por invitarnos a su cena de Acción de Gracias.,¿A qué evento fueron invitados?,cena de acción de gracias,gracias dando la cena,cena de navidad
The surprise party is at six thirty on Saturday.,Thirty,/θ/,What time is the party?,Six thirty,Six dirty,Seven thirty,Social,2,676,en,es,machine_translated,La fiesta sorpresa es el sábado a las seis y media.,¿A qué hora es la fiesta?,Seis y media,Seis sucios,siete y media
We should visit Aunt Catherine this Thursday.,Thursday,/θ/,When should we visit?,Thursday,Thirsty,Tuesday,Social,2,677,en,es,machine_translated,Deberíamos visitar a tía Catherine este jueves.,¿Cuándo debemos visitar?,Jueves,Sediento,Martes
It was so thoughtful of you to send those flowers.,Thoughtful,/θ/,How was it described?,Thoughtful,Thought full,Considerate,Social,2,678,en,es,machine_translated,Fue muy amable de tu parte enviar esas flores.,¿Cómo fue descrito?,Considerado,Pensamiento completo,Considerado
I think the Smiths are moving sometime in February.,February,/f/,When are the Smiths moving?,February,Factually,January,Social,3,679,en,es,machine_translated,Creo que los Smith se mudarán en algún momento de febrero.,¿Cuándo se mudarán los Smith?,Febrero,Objetivamente,Enero
Please give my best wishes to your father.,Father,/f/,Who should receive the wishes?,Father,Feather,Mother,Social,2,680,en,es,machine_translated,"Por favor, dale mis mejores deseos a tu padre.",¿Quién debe recibir los deseos?,Padre,Pluma,Madre
Shall we meet at the coffee shop around three fifteen?,Three,/θ/,What time should they meet?,Three fifteen,Free fifteen,Four fifteen,Social,2,681,en,es,machine_translated,¿Nos vemos en la cafetería sobre las tres y cuarto?,¿A qué hora deberían reunirse?,tres quince,quince gratis,cuatro quince
The thermostat should be set to sixty five at night.,Thermostat,/θ/,What should be set?,Thermostat,Thermometer,Temperature,Daily Life,3,682,en,es,machine_translated,El termostato debe estar puesto a sesenta y cinco por la noche.,¿Qué se debe configurar?,Termostato,Termómetro,Temperatura
Please check if the front door is locked before eleven.,Eleven,/v/,By when should you check the door?,Before eleven,Before seven,Before ten,Daily Life,2,683,en,es,machine_translated,"Por favor, compruebe si la puerta principal está cerrada antes de las once.",¿Cuándo deberías revisar la puerta?,antes de las once,antes de las siete,Antes de las diez
The dishwasher cycle finishes in about forty five minutes.,Forty,/f/,How long is the cycle?,Forty five minutes,Fourteen minutes,Thirty five minutes,Daily Life,3,684,en,es,machine_translated,El ciclo del lavavajillas finaliza en unos cuarenta y cinco minutos.,¿Cuánto dura el ciclo?,cuarenta y cinco minutos,catorce minutos,treinta y cinco minutos
The trash pickup is every Thursday morning.,Thursday,/θ/,When is trash pickup?,Thursday,Thirsty,Wednesday,Daily Life,2,685,en,es,machine_translated,La recogida de basura se realiza todos los jueves por la mañana.,¿Cuándo es la recogida de basura?,Jueves,Sediento,Miércoles
The chimney sweep is coming on the fifteenth.,Fifteenth,/f/,When is the chimney sweep coming?,Fifteenth,Fiftieth,Thirteenth,Daily Life,3,686,en,es,machine_translated,El deshollinador llegará el día quince.,¿Cuándo viene el deshollinador?,Decimoquinto,Quincuagésimo,Decimotercero
The fence contractor gave us a quote for three thousand.,Fence,/f/,What did the contractor quote?,Three thousand,Free thousand,Five thousand,Daily Life,3,687,en,es,machine_translated,El contratista de la valla nos dio un presupuesto de tres mil dólares.,¿Qué cotizó el contratista?,tres mil,mil gratis,Cinco mil
I need to schedule the furnace inspection for November.,Furnace,/f/,What needs to be inspected?,Furnace,Surface,Heater,Daily Life,3,688,en,es,machine_translated,Necesito programar la inspección del horno para noviembre.,¿Qué hay que inspeccionar?,Horno,Superficie,Calentador
The shopping mall is near the south entrance of the highway.,South,/s/,Which entrance is the mall near?,South,Mouth,North,Daily Life,2,689,en,es,machine_translated,El centro comercial está cerca de la entrada sur de la autopista.,¿Cerca de qué entrada está el centro comercial?,Sur,Boca,Norte
The flight from Chicago arrives at three forty five.,Three,/θ/,What time does the flight arrive?,Three forty five,Free forty five,Four forty five,Travel,3,690,en,es,machine_translated,El vuelo de Chicago llega a las tres cuarenta y cinco.,¿A qué hora llega el vuelo?,tres cuarenta y cinco,Gratis cuarenta y cinco,cuatro cuarenta y cinco
The customs official checked our passports very thoroughly.,Thoroughly,/θ/,How were the passports checked?,Thoroughly,Thurley,Carefully,Travel,3,691,en,es,machine_translated,El funcionario de aduanas revisó minuciosamente nuestros pasaportes.,¿Cómo se comprobaron los pasaportes?,Minuciosamente,Thurley,Con cuidado
The shuttle to the hotel leaves every thirty minutes.,Thirty,/θ/,How often does the shuttle leave?,Every thirty minutes,Every dirty minutes,Every twenty minutes,Travel,3,692,en,es,machine_translated,El servicio de transporte al hotel sale cada treinta minutos.,¿Con qué frecuencia sale el transbordador?,Cada treinta minutos,Cada minuto sucio,cada veinte minutos
The ferry crossing takes about one hour and fifteen minutes.,Fifteen,/f/,How long is the ferry crossing?,One hour fifteen,One hour fifty,One hour thirty,Travel,3,693,en,es,machine_translated,La travesía en ferry dura aproximadamente una hora y quince minutos.,¿Cuánto dura la travesía en ferry?,una hora quince,una hora cincuenta,una hora treinta
Please fasten your seatbelt as we begin our descent.,Fasten,/f/,What should you do?,Fasten your seatbelt,Fashion your seatbelt,Remove your seatbelt,Travel,2,694,en,es,machine_translated,Abróchese el cinturón de seguridad mientras comenzamos nuestro descenso.,¿Qué deberías hacer?,Abróchate el cinturón de seguridad,Dale forma a tu cinturón de seguridad,Quítate el cinturón de seguridad
The subway fare increased to two dollars and seventy five.,Seventy,/s/,How much is the fare?,Two seventy five,Two seventeen five,Three seventy five,Transportation,3,695,en,es,machine_translated,El billete del metro aumentó a dos dólares setenta y cinco.,¿Cuánto cuesta la tarifa?,dos setenta y cinco,dos diecisiete cinco,tres setenta y cinco
The express bus to Fifth Avenue runs every twelve minutes.,Fifth,/f/,Which avenue does the bus go to?,Fifth,Filth,Sixth,Transportation,3,696,en,es,machine_translated,El autobús expreso a la Quinta Avenida sale cada doce minutos.,¿A qué avenida va el autobús?,Quinto,Inmundicia,Sexto
The traffic on Thirteenth Street is heavier than usual.,Thirteenth,/θ/,Which street has heavy traffic?,Thirteenth,Thirteen,Fourteenth,Transportation,3,697,en,es,machine_translated,El tráfico en la calle Trece es más denso de lo habitual.,¿Qué calle tiene mucho tráfico?,Decimotercero,Trece,Decimocuarto
The carpool service picks up at six thirty each morning.,Thirty,/θ/,What time is pickup?,Six thirty,Six dirty,Seven thirty,Transportation,2,698,en,es,machine_translated,El servicio de transporte compartido sale a las seis y media de la mañana.,¿A qué hora es la recogida?,Seis y media,Seis sucios,siete y media
The southbound train is delayed by thirty five minutes.,Thirty,/θ/,How long is the delay?,Thirty five minutes,Dirty five minutes,Twenty five minutes,Transportation,3,699,en,es,machine_translated,El tren en dirección sur tiene un retraso de treinta y cinco minutos.,¿Cuánto hay de retraso?,treinta y cinco minutos,Cinco minutos sucios,veinticinco minutos
The bluetooth speaker is on sale for thirty nine dollars.,Thirty,/θ/,How much is the speaker?,Thirty nine,Dirty nine,Twenty nine,Technology,3,700,en,es,machine_translated,El altavoz bluetooth está a la venta por treinta y nueve dólares.,¿Cuanto cuesta el parlante?,treinta y nueve,nueve sucios,veintinueve
The software update for version thirteen is available now.,Thirteen,/θ/,Which version is available?,Thirteen,Thirty,Fourteen,Technology,3,701,en,es,machine_translated,La actualización de software para la versión trece ya está disponible.,¿Qué versión está disponible?,Trece,Treinta,Catorce
The video conference starts at three fifteen sharp.,Fifteen,/f/,What time does the conference start?,Three fifteen,Three fifty,Three thirteen,Technology,2,702,en,es,machine_translated,La videoconferencia comienza a las tres y cuarto en punto.,¿A qué hora comienza la conferencia?,tres quince,tres cincuenta,tres trece
The file size is about four point seven megabytes.,Seven,/s/,How large is the file?,Four point seven,Four point eleven,Four point nine,Technology,2,703,en,es,machine_translated,El tamaño del archivo es de aproximadamente cuatro coma siete megabytes.,¿Qué tamaño tiene el archivo?,cuatro punto siete,cuatro punto once,cuatro punto nueve
The virtual assistant responds to voice commands.,Voice,/v/,What kind of commands?,Voice,Choice,Touch,Technology,2,704,en,es,machine_translated,El asistente virtual responde a comandos de voz.,¿Qué tipo de comandos?,Voz,Elección,Tocar
The championship soccer match starts at four thirty.,Thirty,/θ/,What time is the match?,Four thirty,Four dirty,Five thirty,Sports,2,705,en,es,machine_translated,El partido del campeonato de fútbol comienza a las cuatro y media.,¿A qué hora es el partido?,cuatro y media,cuatro sucios,cinco y media
The quarterback threw three touchdown passes in the first half.,Three,/θ/,How many touchdown passes?,Three,Free,Four,Sports,2,706,en,es,machine_translated,El mariscal de campo lanzó tres pases de touchdown en la primera mitad.,¿Cuántos pases de touchdown?,Tres,Gratis,cuatro
The marathon route covers twenty six point two miles.,Twenty,/tw/,How long is the marathon?,Twenty six point two,Twenty six point three,Twenty four miles,Sports,3,707,en,es,machine_translated,La ruta del maratón cubre veintiséis punto dos millas.,¿Cuánto dura el maratón?,veintiséis punto dos,veintiséis punto tres,Veinticuatro millas
The fitness center offers classes five days a week.,Fitness,/f/,How many days are classes offered?,Five,Fine,Four,Sports,2,708,en,es,machine_translated,El gimnasio ofrece clases cinco días a la semana.,¿Cuántos días se ofrecen clases?,Cinco,Bien,cuatro
The swimmer finished the race in fifty three seconds.,Fifty,/f/,What was the finishing time?,Fifty three seconds,Fifty free seconds,Forty three seconds,Sports,3,709,en,es,machine_translated,El nadador terminó la carrera en cincuenta y tres segundos.,¿Cuál fue el tiempo de finalización?,cincuenta y tres segundos,Cincuenta segundos libres,cuarenta y tres segundos
The trail through the forest covers about three miles.,Three,/θ/,How long is the trail?,Three miles,Free miles,Five miles,Outdoors,2,710,en,es,machine_translated,El sendero por el bosque cubre unos cinco kilómetros.,¿Cuánto dura el camino?,tres millas,Millas gratis,Cinco millas
The thunderstorm is expected to arrive by four thirty.,Thunderstorm,/θ/,What is expected?,Thunderstorm,Thunder storm,Rainstorm,Outdoors,3,711,en,es,machine_translated,Se espera que la tormenta llegue a las cuatro y media.,¿Qué se espera?,Tormenta,tormenta,tormenta
The fishing spot is about a fifteen minute drive south.,Fifteen,/f/,How far is the fishing spot?,Fifteen minutes,Fifty minutes,Thirteen minutes,Outdoors,3,712,en,es,machine_translated,El lugar de pesca está a unos quince minutos en coche hacia el sur.,¿A qué distancia está el lugar de pesca?,quince minutos,Cincuenta minutos,trece minutos
The campfire should be fully extinguished before leaving.,Fully,/f/,How should the campfire be extinguished?,Fully,Bully,Partially,Outdoors,2,713,en,es,machine_translated,La fogata debe apagarse por completo antes de partir.,¿Cómo se debe apagar la fogata?,Completamente,Matón,Parcialmente
The frost on the windows thaws by about nine thirty.,Thaws,/θ/,What does the frost do?,Thaws,Draws,Melts,Outdoors,3,714,en,es,machine_translated,La escarcha de las ventanas se derrite hacia las nueve y media.,¿Qué hace la helada?,deshielos,Sorteos,se derrite
The volcano last erupted approximately thirteen thousand years ago.,Thirteen,/θ/,How many thousand years ago?,Thirteen,Thirty,Fourteen,Nature,4,715,en,es,machine_translated,El volcán entró en erupción por última vez hace aproximadamente trece mil años.,¿Hace cuántos miles de años?,Trece,Treinta,Catorce
The southern coast receives about thirty inches of rain yearly.,Thirty,/θ/,How many inches of rain?,Thirty,Dirty,Twenty,Nature,3,716,en,es,machine_translated,La costa sur recibe alrededor de treinta pulgadas de lluvia al año.,¿Cuántas pulgadas de lluvia?,Treinta,Sucio,Veinte
The river depth varies from three to fifteen feet.,Fifteen,/f/,What is the maximum depth?,Fifteen feet,Fifty feet,Thirteen feet,Nature,3,717,en,es,machine_translated,La profundidad del río varía de tres a quince pies.,¿Cuál es la profundidad máxima?,Quince pies,Cincuenta pies,Trece pies
The forest covers approximately four thousand square miles.,Thousand,/θ/,How large is the forest?,Four thousand,Four housing,Five thousand,Nature,3,718,en,es,machine_translated,El bosque cubre aproximadamente cuatro mil millas cuadradas.,¿Qué tamaño tiene el bosque?,Cuatro mil,Cuatro viviendas,Cinco mil
The glacier thickness has decreased by about thirty percent.,Thickness,/θ/,What has decreased?,Thickness,Thick ness,Volume,Nature,4,719,en,es,machine_translated,El espesor del glaciar ha disminuido aproximadamente un treinta por ciento.,¿Qué ha disminuido?,Espesor,Espesor,Volumen
The author's third novel was published in February.,Third,/θ/,Which novel was published?,Third,Bird,Fourth,Literature,3,720,en,es,machine_translated,La tercera novela del autor se publicó en febrero.,¿Qué novela se publicó?,Tercero,Pájaro,Cuatro
The bibliography contains over three hundred references.,Three,/θ/,How many references?,Three hundred,Free hundred,Four hundred,Literature,3,721,en,es,machine_translated,La bibliografía contiene más de trescientas referencias.,¿Cuántas referencias?,trescientos,cien gratis,Cuatrocientos
The fiction section features over five thousand titles.,Five,/f/,How many titles?,Five thousand,Hive thousand,Four thousand,Literature,3,722,en,es,machine_translated,La sección de ficción cuenta con más de cinco mil títulos.,¿Cuántos títulos?,Cinco mil,colmena mil,Cuatro mil
The treasury bonds matured after thirty years.,Thirty,/θ/,How many years did the bonds mature?,Thirty,Dirty,Twenty,Finance,3,723,en,es,machine_translated,Los bonos del tesoro vencieron después de treinta años.,¿A cuántos años vencieron los bonos?,Treinta,Sucio,Veinte
