id,scenario_id,speaker,text_en,order,source_row_id,text_es,source_language,target_language,translation_status
scn_gas_station_02,scn_gas_station,Customer,Pump number five. Can I get thirty dollars on regular?,2,scn_gas_station_02,Bomba número cinco. ¿Puedo conseguir treinta dólares de forma regular?,en,es,machine_translated
scn_gas_station_03,scn_gas_station,Cashier,Thirty on pump five. Cash or card?,3,scn_gas_station_03,Treinta en la bomba cinco. ¿Efectivo o tarjeta?,en,es,machine_translated
scn_gas_station_04,scn_gas_station,Customer,Cash. Here's a fifty. I'll need change back.,4,scn_gas_station_04,Dinero en efectivo. Aquí tienes cincuenta. Necesitaré que me devuelvan el cambio.,en,es,machine_translated
scn_gas_station_05,scn_gas_station,Cashier,Your change is twenty dollars. Do you need anything else?,5,scn_gas_station_05,Tu cambio son veinte dólares. ¿Necesitas algo más?,en,es,machine_translated
scn_gas_station_06,scn_gas_station,Customer,Can I also get a bottle of water?,6,scn_gas_station_06,¿Puedo conseguir también una botella de agua?,en,es,machine_translated
scn_gas_station_07,scn_gas_station,Cashier,That'll be a dollar seventy-five. Eighteen twenty-five is your new change.,7,scn_gas_station_07,Sería un dólar setenta y cinco. Dieciocho veinticinco es tu nuevo cambio.,en,es,machine_translated
scn_gas_station_08,scn_gas_station,Customer,Thanks. Is the restroom around back?,8,scn_gas_station_08,Gracias. ¿El baño está atrás?,en,es,machine_translated
scn_schedule_appt_01,scn_schedule_appt,Receptionist,Good morning. Doctor Miller's office. How can I help you?,1,scn_schedule_appt_01,Buen día. Consultorio del doctor Miller. ¿Le puedo ayudar en algo?,en,es,machine_translated
scn_schedule_appt_02,scn_schedule_appt,Caller,I'd like to schedule a checkup appointment please.,2,scn_schedule_appt_02,"Me gustaría programar una cita de control, por favor.",en,es,machine_translated
scn_schedule_appt_03,scn_schedule_appt,Receptionist,Of course. Are you an existing patient?,3,scn_schedule_appt_03,Por supuesto. ¿Es usted un paciente existente?,en,es,machine_translated
scn_schedule_appt_04,scn_schedule_appt,Caller,Yes. My last name is Thompson.,4,scn_schedule_appt_04,Sí. Mi apellido es Thompson.,en,es,machine_translated
scn_schedule_appt_05,scn_schedule_appt,Receptionist,I see your file. We have openings next Tuesday at nine or Thursday at two thirty.,5,scn_schedule_appt_05,Veo tu expediente. Tenemos vacantes el próximo martes a las nueve o el jueves a las dos y media.,en,es,machine_translated
scn_schedule_appt_06,scn_schedule_appt,Caller,Thursday at two thirty works better for me.,6,scn_schedule_appt_06,El jueves a las dos y media me va mejor.,en,es,machine_translated
scn_schedule_appt_07,scn_schedule_appt,Receptionist,You're all set. Please arrive fifteen minutes early to fill out updated forms.,7,scn_schedule_appt_07,Ya está todo listo. Llegue quince minutos antes para completar los formularios actualizados.,en,es,machine_translated
scn_schedule_appt_08,scn_schedule_appt,Caller,Will do. Do I need to bring my insurance card?,8,scn_schedule_appt_08,Servirá. ¿Necesito traer mi tarjeta de seguro?,en,es,machine_translated
scn_package_delivery_01,scn_package_delivery,Driver,Hi. I have a delivery for this address. Are you the homeowner?,1,scn_package_delivery_01,Hola. Tengo una entrega para esta dirección. ¿Es usted el dueño de la casa?,en,es,machine_translated
scn_package_delivery_02,scn_package_delivery,Resident,Yes that's me. I've been expecting this package.,2,scn_package_delivery_02,"Sí, ese soy yo. Estaba esperando este paquete.",en,es,machine_translated
scn_package_delivery_03,scn_package_delivery,Driver,Can you sign here on the screen please?,3,scn_package_delivery_03,"¿Puedes firmar aquí en la pantalla, por favor?",en,es,machine_translated
scn_package_delivery_04,scn_package_delivery,Resident,Sure. Is this the only box or are there more?,4,scn_package_delivery_04,Seguro. ¿Es esta la única caja o hay más?,en,es,machine_translated
scn_package_delivery_05,scn_package_delivery,Driver,There's one more in the truck. It's a bit heavy. Where would you like it?,5,scn_package_delivery_05,Hay uno más en el camión. Es un poco pesado. ¿Dónde te gustaría?,en,es,machine_translated
scn_package_delivery_06,scn_package_delivery,Resident,Just inside the front door would be great.,6,scn_package_delivery_06,Justo dentro de la puerta principal sería genial.,en,es,machine_translated
scn_package_delivery_07,scn_package_delivery,Driver,Here you go. Both packages are delivered. Have a nice day.,7,scn_package_delivery_07,Aquí tienes. Se entregan ambos paquetes. Que tenga un lindo día.,en,es,machine_translated
scn_package_delivery_08,scn_package_delivery,Resident,Thank you so much. I appreciate the help with the heavy one.,8,scn_package_delivery_08,Muchas gracias. Agradezco la ayuda con el pesado.,en,es,machine_translated
scn_bank_teller_01,scn_bank_teller,Teller,Good afternoon. How can I help you today?,1,scn_bank_teller_01,Buenas tardes. ¿Cómo puedo ayudarte hoy?,en,es,machine_translated
scn_bank_teller_02,scn_bank_teller,Customer,I need to send a wire transfer to my daughter's account in Portland.,2,scn_bank_teller_02,Necesito enviar una transferencia bancaria a la cuenta de mi hija en Portland.,en,es,machine_translated
scn_bank_teller_03,scn_bank_teller,Teller,I can help with that. Do you have the routing number and account number for the receiving bank?,3,scn_bank_teller_03,Puedo ayudar con eso. ¿Tiene el número de ruta y el número de cuenta del banco receptor?,en,es,machine_translated
scn_bank_teller_04,scn_bank_teller,Customer,Yes. The routing number is zero-two-one-zero-zero-zero-zero-eight-nine and the account is four-seven-three-two-one-six.,4,scn_bank_teller_04,Sí. El número de ruta es cero-dos-uno-cero-cero-cero-cero-ocho-nueve y la cuenta es cuatro-siete-tres-dos-uno-seis.,en,es,machine_translated
scn_bank_teller_05,scn_bank_teller,Teller,And how much would you like to send?,5,scn_bank_teller_05,¿Y cuánto te gustaría enviar?,en,es,machine_translated
scn_bank_teller_06,scn_bank_teller,Customer,Fifteen hundred dollars. How long will it take to arrive?,6,scn_bank_teller_06,Mil quinientos dólares. ¿Cuánto tardará en llegar?,en,es,machine_translated
scn_bank_teller_07,scn_bank_teller,Teller,Domestic wires typically arrive the same business day. There is a twenty-five dollar fee for the transfer.,7,scn_bank_teller_07,Las transferencias bancarias nacionales suelen llegar el mismo día hábil. Hay una tarifa de veinticinco dólares por la transferencia.,en,es,machine_translated
scn_bank_teller_08,scn_bank_teller,Customer,That's fine. Can I get a confirmation receipt when it goes through?,8,scn_bank_teller_08,Está bien. ¿Puedo obtener un recibo de confirmación cuando pase?,en,es,machine_translated
scn_post_office_passport_01,scn_post_office_passport,Clerk,Are you here for passport services?,1,scn_post_office_passport_01,¿Estás aquí por servicios de pasaportes?,en,es,machine_translated
scn_post_office_passport_02,scn_post_office_passport,Applicant,Yes. I need to apply for a new passport. Mine expired three years ago.,2,scn_post_office_passport_02,Sí. Necesito solicitar un nuevo pasaporte. El mío expiró hace tres años.,en,es,machine_translated
scn_post_office_passport_03,scn_post_office_passport,Clerk,You'll need to fill out form DS-eleven. Did you bring a passport photo and your birth certificate?,3,scn_post_office_passport_03,Deberá completar el formulario DS-eleven. ¿Trajiste una foto de pasaporte y tu certificado de nacimiento?,en,es,machine_translated
scn_post_office_passport_04,scn_post_office_passport,Applicant,I have the birth certificate but I still need the photo taken.,4,scn_post_office_passport_04,Tengo el certificado de nacimiento pero aún necesito que me tomen la foto.,en,es,machine_translated
scn_post_office_passport_05,scn_post_office_passport,Clerk,We can take your photo here for fifteen dollars. The passport application fee is a hundred and thirty.,5,scn_post_office_passport_05,Podemos tomarte una foto aquí por quince dólares. La tasa de solicitud de pasaporte es de ciento treinta.,en,es,machine_translated
scn_post_office_passport_06,scn_post_office_passport,Applicant,Do you accept credit cards for the fees?,6,scn_post_office_passport_06,¿Aceptan tarjetas de crédito para las tarifas?,en,es,machine_translated
scn_post_office_passport_07,scn_post_office_passport,Clerk,We accept cards for the photo but the application fee must be a check or money order payable to the U.S. Department of State.,7,scn_post_office_passport_07,"Aceptamos tarjetas para la fotografía, pero la tarifa de solicitud debe ser un cheque o giro postal pagadero al Departamento de Estado de EE. UU.",en,es,machine_translated
scn_post_office_passport_08,scn_post_office_passport,Applicant,I have a check. How long until I receive the passport?,8,scn_post_office_passport_08,Tengo un cheque. ¿Cuánto tiempo hasta que reciba el pasaporte?,en,es,machine_translated
scn_gas_station_repair_01,scn_gas_station_repair,Attendant,You doing okay over there? Looks like you're having trouble.,1,scn_gas_station_repair_01,¿Estás bien allí? Parece que estás teniendo problemas.,en,es,machine_translated
scn_gas_station_repair_02,scn_gas_station_repair,Driver,My car won't start. The engine just clicks when I turn the key.,2,scn_gas_station_repair_02,Mi auto no arranca. El motor simplemente hace clic cuando giro la llave.,en,es,machine_translated
scn_gas_station_repair_03,scn_gas_station_repair,Attendant,That sounds like it could be the battery. How old is it?,3,scn_gas_station_repair_03,Parece que podría ser la batería. ¿Cuántos años tiene?,en,es,machine_translated
scn_gas_station_repair_04,scn_gas_station_repair,Driver,I'm not sure. Maybe four or five years. I haven't replaced it.,4,scn_gas_station_repair_04,No estoy seguro. Quizás cuatro o cinco años. No lo he reemplazado.,en,es,machine_translated
scn_gas_station_repair_05,scn_gas_station_repair,Attendant,I can try to jump start it for you. Let me pull my truck around.,5,scn_gas_station_repair_05,Puedo intentar ponerlo en marcha por ti. Déjame mover mi camioneta.,en,es,machine_translated
scn_gas_station_repair_06,scn_gas_station_repair,Driver,That would be great. Should I pop the hood?,6,scn_gas_station_repair_06,Eso sería genial. ¿Debería abrir el capó?,en,es,machine_translated
scn_gas_station_repair_07,scn_gas_station_repair,Attendant,Yes go ahead. And there's an auto parts store about two blocks east on Main Street if you need a new battery.,7,scn_gas_station_repair_07,"Sí, adelante. Y hay una tienda de repuestos para automóviles a unas dos cuadras al este de Main Street si necesita una batería nueva.",en,es,machine_translated
scn_gas_station_repair_08,scn_gas_station_repair,Driver,Thank you so much. I really appreciate the help.,8,scn_gas_station_repair_08,Muchas gracias. Realmente aprecio la ayuda.,en,es,machine_translated
scn_car_mechanic_01,scn_car_mechanic,Mechanic,I took a look at your car. I found a couple of things.,1,scn_car_mechanic_01,Eché un vistazo a tu coche. Encontré un par de cosas.,en,es,machine_translated
scn_car_mechanic_02,scn_car_mechanic,Customer,What's going on with it?,2,scn_car_mechanic_02,¿Qué está pasando con eso?,en,es,machine_translated
scn_car_mechanic_03,scn_car_mechanic,Mechanic,Your front brake pads are worn down to about two millimeters. They need to be replaced soon.,3,scn_car_mechanic_03,Las pastillas de freno delanteras están desgastadas hasta unos dos milímetros. Necesitan ser reemplazados pronto.,en,es,machine_translated
scn_car_mechanic_04,scn_car_mechanic,Customer,How much would that cost?,4,scn_car_mechanic_04,¿Cuánto costaría eso?,en,es,machine_translated
scn_car_mechanic_05,scn_car_mechanic,Mechanic,Parts and labor come to about three hundred and fifty dollars for both front wheels.,5,scn_car_mechanic_05,Las piezas y la mano de obra ascienden a unos trescientos cincuenta dólares por ambas ruedas delanteras.,en,es,machine_translated
scn_car_mechanic_06,scn_car_mechanic,Customer,That's not too bad. Was there anything else?,6,scn_car_mechanic_06,Eso no está tan mal. ¿Hubo algo más?,en,es,machine_translated
scn_car_mechanic_07,scn_car_mechanic,Mechanic,Your air filter is pretty dirty. I'd recommend replacing it. That's another thirty-five dollars.,7,scn_car_mechanic_07,Tu filtro de aire está bastante sucio. Recomiendo reemplazarlo. Son otros treinta y cinco dólares.,en,es,machine_translated
scn_car_mechanic_08,scn_car_mechanic,Customer,Go ahead and do both. How long will it take?,8,scn_car_mechanic_08,"Adelante, haz ambas cosas. ¿Cuánto tiempo tardará?",en,es,machine_translated
scn_pet_store_fish_01,scn_pet_store_fish,Employee,Looking at the fish tanks? Are you thinking about starting an aquarium?,1,scn_pet_store_fish_01,¿Mirando las peceras? ¿Estás pensando en montar un acuario?,en,es,machine_translated
scn_pet_store_fish_02,scn_pet_store_fish,Customer,Yes. My kids want fish but I've never had any before.,2,scn_pet_store_fish_02,Sí. Mis hijos quieren pescado pero yo nunca antes lo había probado.,en,es,machine_translated
scn_pet_store_fish_03,scn_pet_store_fish,Employee,I'd recommend starting with a ten-gallon freshwater tank. It's a good beginner size.,3,scn_pet_store_fish_03,Recomendaría comenzar con un tanque de agua dulce de diez galones. Es un buen tamaño para principiantes.,en,es,machine_translated
scn_pet_store_fish_04,scn_pet_store_fish,Customer,What comes with the starter kit?,4,scn_pet_store_fish_04,¿Qué viene con el kit de inicio?,en,es,machine_translated
scn_pet_store_fish_05,scn_pet_store_fish,Employee,You get the tank a filter a heater and a light. You'll need to buy gravel and decorations separately.,5,scn_pet_store_fish_05,"Obtienes el tanque, un filtro, un calentador y una luz. Tendrás que comprar grava y adornos por separado.",en,es,machine_translated
scn_pet_store_fish_06,scn_pet_store_fish,Customer,How many fish can I put in a ten-gallon tank?,6,scn_pet_store_fish_06,¿Cuántos peces puedo poner en un tanque de diez galones?,en,es,machine_translated
scn_pet_store_fish_07,scn_pet_store_fish,Employee,About eight to ten small fish like tetras or guppies. You'll want to add them gradually over a few weeks.,7,scn_pet_store_fish_07,Entre ocho y diez peces pequeños como tetras o guppies. Querrás agregarlos gradualmente durante algunas semanas.,en,es,machine_translated
scn_pet_store_fish_08,scn_pet_store_fish,Customer,That sounds perfect. I'll take the starter kit and a bag of blue gravel.,8,scn_pet_store_fish_08,Eso suena perfecto. Me llevaré el kit de inicio y una bolsa de grava azul.,en,es,machine_translated
scn_shoe_store_01,scn_shoe_store,Associate,Welcome in. What brings you in today?,1,scn_shoe_store_01,Bienvenido. ¿Qué te trae hoy?,en,es,machine_translated
scn_shoe_store_02,scn_shoe_store,Customer,I need a new pair of running shoes. I've been getting knee pain with my old ones.,2,scn_shoe_store_02,Necesito un nuevo par de zapatos para correr. Me duelen las rodillas con los viejos.,en,es,machine_translated
scn_shoe_store_03,scn_shoe_store,Associate,Let me measure your feet first. Sometimes the wrong size causes problems. What size do you usually wear?,3,scn_shoe_store_03,"Déjame medir tus pies primero. A veces, el tamaño incorrecto causa problemas. ¿Qué talla usas habitualmente?",en,es,machine_translated
scn_shoe_store_04,scn_shoe_store,Customer,I usually wear a ten and a half.,4,scn_shoe_store_04,Normalmente uso un diez y medio.,en,es,machine_translated
scn_shoe_store_05,scn_shoe_store,Associate,You're actually closer to an eleven. That could be why you're having issues. Do you run on pavement or trails?,5,scn_shoe_store_05,En realidad estás más cerca de un once. Podría ser por eso que tienes problemas. ¿Corres por pavimento o senderos?,en,es,machine_translated
scn_shoe_store_06,scn_shoe_store,Customer,Mostly pavement. I run about three miles four times a week.,6,scn_shoe_store_06,Principalmente pavimento. Corro unas tres millas cuatro veces por semana.,en,es,machine_translated
scn_shoe_store_07,scn_shoe_store,Associate,I'd suggest this model. It has extra cushioning for road running and good arch support. It's a hundred and thirty-nine dollars.,7,scn_shoe_store_07,Yo sugeriría este modelo. Tiene amortiguación adicional para correr en carretera y buen soporte para el arco. Son ciento treinta y nueve dólares.,en,es,machine_translated
scn_shoe_store_08,scn_shoe_store,Customer,Can I try them on? And do you have them in black?,8,scn_shoe_store_08,¿Puedo probármelos? Y los tienes en negro?,en,es,machine_translated
scn_tech_support_printer_01,scn_tech_support_printer,Agent,Thank you for calling. Can I have your name and the model number of your printer?,1,scn_tech_support_printer_01,Gracias por llamar. ¿Puedo darme su nombre y el número de modelo de su impresora?,en,es,machine_translated
scn_tech_support_printer_02,scn_tech_support_printer,Caller,My name is Robert Chen. The model is an HP OfficeJet Pro nine-zero-one-five.,2,scn_tech_support_printer_02,Mi nombre es Robert Chen. El modelo es un HP OfficeJet Pro nueve-cero-uno-cinco.,en,es,machine_translated
scn_tech_support_printer_03,scn_tech_support_printer,Agent,Thank you Robert. What issue are you experiencing?,3,scn_tech_support_printer_03,Gracias Roberto. ¿Qué problema estás experimentando?,en,es,machine_translated
scn_tech_support_printer_04,scn_tech_support_printer,Caller,It shows offline even though it's connected to my wifi. I've already restarted it twice.,4,scn_tech_support_printer_04,Se muestra sin conexión aunque esté conectado a mi wifi. Ya lo reinicié dos veces.,en,es,machine_translated
scn_tech_support_printer_05,scn_tech_support_printer,Agent,Let's try removing the printer from your computer and adding it again. Go to Settings then Printers and Scanners.,5,scn_tech_support_printer_05,Intentemos quitar la impresora de su computadora y agregarla nuevamente. Vaya a Configuración y luego a Impresoras y escáneres.,en,es,machine_translated
scn_tech_support_printer_06,scn_tech_support_printer,Caller,Okay I'm there. I see the printer listed. Should I click remove?,6,scn_tech_support_printer_06,"Está bien, estoy ahí. Veo la impresora en la lista. ¿Debo hacer clic en eliminar?",en,es,machine_translated
scn_tech_support_printer_07,scn_tech_support_printer,Agent,Yes remove it and then click Add Printer. It should detect the OfficeJet on your network automatically.,7,scn_tech_support_printer_07,"Sí, elimínelo y luego haga clic en Agregar impresora. Debería detectar el OfficeJet en su red automáticamente.",en,es,machine_translated
scn_tech_support_printer_08,scn_tech_support_printer,Caller,It found it. And the status now says ready. That worked. Thank you.,8,scn_tech_support_printer_08,Lo encontró. Y el estado ahora dice listo. Eso funcionó. Gracias.,en,es,machine_translated
scn_home_repair_01,scn_home_repair,Contractor,Thanks for having me out. You said you have some water damage in the bathroom?,1,scn_home_repair_01,Gracias por sacarme. ¿Dijiste que tienes algunos daños por agua en el baño?,en,es,machine_translated
scn_home_repair_02,scn_home_repair,Homeowner,Yes. There's a brown stain on the ceiling below the upstairs bathroom. It appeared about a week ago.,2,scn_home_repair_02,Sí. Hay una mancha marrón en el techo debajo del baño de arriba. Apareció hace aproximadamente una semana.,en,es,machine_translated
scn_home_repair_03,scn_home_repair,Contractor,I'll need to take a look upstairs. It could be a leaky pipe or a problem with the shower seal.,3,scn_home_repair_03,Tendré que echar un vistazo arriba. Podría ser una tubería con fugas o un problema con el sello de la ducha.,en,es,machine_translated
scn_home_repair_04,scn_home_repair,Homeowner,How much does something like this usually cost to fix?,4,scn_home_repair_04,¿Cuánto suele costar arreglar algo como esto?,en,es,machine_translated
scn_home_repair_05,scn_home_repair,Contractor,If it's just the shower seal we're looking at about two hundred. A pipe repair could be five hundred or more depending on access.,5,scn_home_repair_05,"Si es sólo el sello de la ducha, estamos considerando unos doscientos. Una reparación de tuberías podría costar quinientos o más dependiendo del acceso.",en,es,machine_translated
scn_home_repair_06,scn_home_repair,Homeowner,Do you need to open up the ceiling to find the leak?,6,scn_home_repair_06,¿Necesita abrir el techo para encontrar la fuga?,en,es,machine_translated
scn_home_repair_07,scn_home_repair,Contractor,Possibly. But let me check upstairs first. Sometimes the source is obvious. I'll give you a written estimate before starting any work.,7,scn_home_repair_07,Probablemente. Pero déjame mirar arriba primero. A veces la fuente es obvia. Le daré un presupuesto por escrito antes de comenzar cualquier trabajo.,en,es,machine_translated
scn_home_repair_08,scn_home_repair,Homeowner,I appreciate that. The bathroom is at the top of the stairs on the left.,8,scn_home_repair_08,Se lo agradezco. El baño está arriba de las escaleras a la izquierda.,en,es,machine_translated
scn_eye_exam_glasses_01,scn_eye_exam_glasses,Optician,Your exam is finished. Let's go pick out some frames for you.,1,scn_eye_exam_glasses_01,Tu examen ha terminado. Vamos a elegir algunos marcos para ti.,en,es,machine_translated
scn_eye_exam_glasses_02,scn_eye_exam_glasses,Patient,The doctor said I need progressive lenses. Does that limit my frame choices?,2,scn_eye_exam_glasses_02,El médico dijo que necesito lentes progresivos. ¿Eso limita mis opciones de marco?,en,es,machine_translated
scn_eye_exam_glasses_03,scn_eye_exam_glasses,Optician,Not too much but you'll want a taller frame so the lens has room for all three zones. These rectangular frames work well.,3,scn_eye_exam_glasses_03,"No demasiado, pero querrás un marco más alto para que la lente tenga espacio para las tres zonas. Estos marcos rectangulares funcionan bien.",en,es,machine_translated
scn_eye_exam_glasses_04,scn_eye_exam_glasses,Patient,I like these dark brown ones. How much are they?,4,scn_eye_exam_glasses_04,Me gustan estos de color marrón oscuro. ¿Cuanto son?,en,es,machine_translated
scn_eye_exam_glasses_05,scn_eye_exam_glasses,Optician,The frames are two hundred and nineteen. With progressive lenses and anti-glare coating the total would be about four hundred and seventy.,5,scn_eye_exam_glasses_05,"Los marcos son doscientos diecinueve. Con lentes progresivas y revestimiento antideslumbrante, el total sería de unos cuatrocientos setenta.",en,es,machine_translated
scn_eye_exam_glasses_06,scn_eye_exam_glasses,Patient,Does my insurance cover any of that?,6,scn_eye_exam_glasses_06,¿Mi seguro cubre algo de eso?,en,es,machine_translated
scn_eye_exam_glasses_07,scn_eye_exam_glasses,Optician,Your plan covers a hundred and fifty toward frames and lenses. So your out of pocket would be around three hundred and twenty.,7,scn_eye_exam_glasses_07,Su plan cubre ciento cincuenta para monturas y lentes. Entonces su desembolso sería alrededor de trescientos veinte.,en,es,machine_translated
scn_eye_exam_glasses_08,scn_eye_exam_glasses,Patient,That's reasonable. I'll go with the brown ones. When will they be ready?,8,scn_eye_exam_glasses_08,Eso es razonable. Yo me quedo con los marrones. ¿Cuándo estarán listos?,en,es,machine_translated
scn_physical_therapy_01,scn_physical_therapy,Therapist,Welcome in. I reviewed the notes from your doctor. You're here for your right shoulder?,1,scn_physical_therapy_01,Bienvenido. Revisé las notas de su médico. ¿Estás aquí por tu hombro derecho?,en,es,machine_translated
scn_physical_therapy_02,scn_physical_therapy,Patient,Yes. I had surgery six weeks ago and the doctor said I should start training exercises.,2,scn_physical_therapy_02,Sí. Me operaron hace seis semanas y el médico me dijo que debería empezar a entrenar.,en,es,machine_translated
scn_physical_therapy_03,scn_physical_therapy,Therapist,Let me see your range of motion. Can you slowly raise your arm as high as comfortable?,3,scn_physical_therapy_03,Déjame ver tu rango de movimiento. ¿Puedes levantar lentamente el brazo tan alto como te resulte cómodo?,en,es,machine_translated
scn_physical_therapy_04,scn_physical_therapy,Patient,That's about as far as I can go. It gets tight right around here.,4,scn_physical_therapy_04,Eso es lo más lejos que puedo llegar. Se pone tenso por aquí.,en,es,machine_translated
scn_physical_therapy_05,scn_physical_therapy,Therapist,That's actually pretty good for six weeks. We'll work on gentle stretching first then build up to strengthening.,5,scn_physical_therapy_05,"En realidad, eso es bastante bueno durante seis semanas. Primero trabajaremos en un estiramiento suave y luego aumentaremos el fortalecimiento.",en,es,machine_translated
scn_physical_therapy_06,scn_physical_therapy,Patient,How often will I need to come in?,6,scn_physical_therapy_06,¿Con qué frecuencia tendré que venir?,en,es,machine_translated
scn_physical_therapy_07,scn_physical_therapy,Therapist,I'd recommend twice a week for about eight weeks. I'll also give you exercises to do at home every day.,7,scn_physical_therapy_07,Recomendaría dos veces por semana durante unas ocho semanas. También te daré ejercicios para hacer en casa todos los días.,en,es,machine_translated
scn_physical_therapy_08,scn_physical_therapy,Patient,That works for me. Is Tuesday and Thursday at nine available?,8,scn_physical_therapy_08,Eso funciona para mí. ¿Está disponible el martes y jueves a las nueve?,en,es,machine_translated
scn_blood_test_01,scn_blood_test,Technician,Good morning. Have a seat. Can I see your lab order and your ID?,1,scn_blood_test_01,Buen día. Toma asiento. ¿Puedo ver su pedido de laboratorio y su identificación?,en,es,machine_translated
scn_blood_test_02,scn_blood_test,Patient,Here they are. My doctor ordered a complete metabolic panel.,2,scn_blood_test_02,Aquí están. Mi médico ordenó un panel metabólico completo.,en,es,machine_translated
scn_blood_test_03,scn_blood_test,Technician,I see that. Were you fasting for at least eight hours?,3,scn_blood_test_03,Veo eso. ¿Estuviste en ayunas durante al menos ocho horas?,en,es,machine_translated
scn_blood_test_04,scn_blood_test,Patient,Yes I haven't eaten since ten o'clock last night.,4,scn_blood_test_04,"Sí, no he comido desde las diez de la noche de ayer.",en,es,machine_translated
scn_blood_test_05,scn_blood_test,Technician,Perfect. I'm going to draw from your left arm. You'll feel a small pinch. Are you okay with needles?,5,scn_blood_test_05,Perfecto. Voy a sacar de tu brazo izquierdo. Sentirás un pequeño pellizco. ¿Estás bien con las agujas?,en,es,machine_translated
scn_blood_test_06,scn_blood_test,Patient,I'm a little nervous but I'll be fine. How many vials do you need?,6,scn_blood_test_06,Estoy un poco nerviosa pero estaré bien. ¿Cuántos viales necesitas?,en,es,machine_translated
scn_blood_test_07,scn_blood_test,Technician,Just three. It'll be over in less than a minute. Results should be available online within two business days.,7,scn_blood_test_07,Sólo tres. Terminará en menos de un minuto. Los resultados deberían estar disponibles en línea dentro de dos días hábiles.,en,es,machine_translated
scn_blood_test_08,scn_blood_test,Patient,Should I keep the bandage on for a while?,8,scn_blood_test_08,¿Debo dejar el vendaje puesto por un tiempo?,en,es,machine_translated
scn_hearing_aid_fitting_01,scn_hearing_aid_fitting,Specialist,Welcome back. Today we're going to fit your new hearing devices and make some adjustments.,1,scn_hearing_aid_fitting_01,Bienvenido de nuevo. Hoy vamos a adaptar sus nuevos dispositivos auditivos y hacer algunos ajustes.,en,es,machine_translated
scn_hearing_aid_fitting_02,scn_hearing_aid_fitting,Patient,I'm excited but a little nervous. These are my first ones.,2,scn_hearing_aid_fitting_02,Estoy emocionado pero un poco nervioso. Estos son mis primeros.,en,es,machine_translated
scn_hearing_aid_fitting_03,scn_hearing_aid_fitting,Specialist,That's completely normal. I'm going to place the left one first. Tell me how it feels behind your ear.,3,scn_hearing_aid_fitting_03,Eso es completamente normal. Voy a colocar primero el izquierdo. Cuéntame cómo se siente detrás de tu oreja.,en,es,machine_translated
scn_hearing_aid_fitting_04,scn_hearing_aid_fitting,Patient,It feels a bit snug but not uncomfortable. Everything sounds much louder.,4,scn_hearing_aid_fitting_04,Se siente un poco cómodo pero no incómodo. Todo suena mucho más fuerte.,en,es,machine_translated
scn_hearing_aid_fitting_05,scn_hearing_aid_fitting,Specialist,I'll turn the volume down slightly. We start at about seventy percent and gradually increase over the next few weeks.,5,scn_hearing_aid_fitting_05,Bajaré un poco el volumen. Comenzamos con alrededor del setenta por ciento y aumentamos gradualmente durante las próximas semanas.,en,es,machine_translated
scn_hearing_aid_fitting_06,scn_hearing_aid_fitting,Patient,That's better. My own voice sounds strange though. Is that normal?,6,scn_hearing_aid_fitting_06,Eso es mejor. Aunque mi propia voz suena extraña. ¿Es eso normal?,en,es,machine_translated
scn_hearing_aid_fitting_07,scn_hearing_aid_fitting,Specialist,Very normal. Your brain will adjust in about a week. Wear them at least eight hours a day to help with the adjustment.,7,scn_hearing_aid_fitting_07,Muy normal. Su cerebro se adaptará en aproximadamente una semana. Úselos al menos ocho horas al día para ayudar con el ajuste.,en,es,machine_translated
scn_hearing_aid_fitting_08,scn_hearing_aid_fitting,Patient,Should I come back if something doesn't feel right before my next appointment?,8,scn_hearing_aid_fitting_08,¿Debo regresar si algo no me parece bien antes de mi próxima cita?,en,es,machine_translated
scn_nutrition_consult_01,scn_nutrition_consult,Nutritionist,Thanks for coming in. I've reviewed the food diary you sent over. Tell me about your goals.,1,scn_nutrition_consult_01,Gracias por venir. He revisado el diario de alimentos que me enviaste. Cuéntame sobre tus objetivos.,en,es,machine_translated
scn_nutrition_consult_02,scn_nutrition_consult,Client,I want to lower my cholesterol. My doctor said it was two forty-five at my last checkup.,2,scn_nutrition_consult_02,Quiero bajar mi colesterol. Mi médico dijo que eran las dos cuarenta y cinco en mi último chequeo.,en,es,machine_translated
scn_nutrition_consult_03,scn_nutrition_consult,Nutritionist,That's definitely something we can work on through diet. I noticed you eat a lot of red meat and fried foods.,3,scn_nutrition_consult_03,Definitivamente es algo en lo que podemos trabajar a través de la dieta. Noté que comes mucha carne roja y alimentos fritos.,en,es,machine_translated
scn_nutrition_consult_04,scn_nutrition_consult,Client,I know. I eat out for lunch almost every day. Old habits.,4,scn_nutrition_consult_04,Lo sé. Salgo a almorzar casi todos los días. Viejos hábitos.,en,es,machine_translated
scn_nutrition_consult_05,scn_nutrition_consult,Nutritionist,Let's start with small changes. Could you swap two of those lunches per week for grilled chicken or fish?,5,scn_nutrition_consult_05,Empecemos con pequeños cambios. ¿Podrías cambiar dos de esos almuerzos por semana por pollo o pescado a la parrilla?,en,es,machine_translated
scn_nutrition_consult_06,scn_nutrition_consult,Client,I could try that. What about breakfast? I usually skip it.,6,scn_nutrition_consult_06,Podría intentarlo. ¿Qué pasa con el desayuno? Normalmente me lo salto.,en,es,machine_translated
