word_1,word_2,contrast_category,phoneme_1_ipa,phoneme_2_ipa,contrast_position
"Leach","Leash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Leech","Leash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Lunch","Lush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Lurch","Lursh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"March","Marsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Match","Mash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Mooch","Moosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Much","Mush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Mulch","Mulsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Munch","Munsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Natch","Nash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Notch","Nosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Ouch","Oush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Patch","Pash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Peach","Peash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Perch","Persh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Pinch","Pinsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Pitch","Pish","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Poach","Posh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Pooch","Poosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Porch","Porsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Pouch","Poush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Punch","Push","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Quench","Quensh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Ranch","Rash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Reach","Reash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Retch","Resh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Rich","Rish","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Roach","Roash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Scotch","Scosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Search","Sersh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Sketch","Skesh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Slouch","Sloush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Smooch","Smoosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Snatch","Snash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Speech","Speesh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Splatch","Splash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Splotch","Splosh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Starch","Starsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Stench","Stensh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Stitch","Stish","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Stretch","Stresh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Such","Sush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Swatch","Swash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Switch","Swish","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Teach","Teash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Thatch","Thash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Torch","Torsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Touch","Toush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Trench","Trensh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Vetch","Vesh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Vouch","Voush","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Watch","Wash","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Welch","Welsh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Wench","Wensh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Which","Wish","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Wretch","Wresh","Consonant Manner of Articulation","/tʃ/","/ʃ/","Final"
"Tip","Sip","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tear","Sear","Consonant Manner of Articulation","/t/","/s/","Initial"
"Talk","Sock","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tale","Sail","Consonant Manner of Articulation","/t/","/s/","Initial"
"Team","Seem","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tan","San","Consonant Manner of Articulation","/t/","/s/","Initial"
"Taught","Sought","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tick","Sick","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tie","Sigh","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tight","Sight","Consonant Manner of Articulation","/t/","/s/","Initial"
"Till","Sill","Consonant Manner of Articulation","/t/","/s/","Initial"
"Time","Sime","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tin","Sin","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tine","Sign","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tinge","Singe","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tire","Sire","Consonant Manner of Articulation","/t/","/s/","Initial"
"Toe","Sew","Consonant Manner of Articulation","/t/","/s/","Initial"
"Told","Sold","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tore","Sore","Consonant Manner of Articulation","/t/","/s/","Initial"
"Town","Sown","Consonant Manner of Articulation","/t/","/s/","Initial"
"Toy","Soy","Consonant Manner of Articulation","/t/","/s/","Initial"
"Track","Sack","Consonant Manner of Articulation","/t/","/s/","Initial"
"Trail","Sail","Consonant Manner of Articulation","/t/","/s/","Initial"
"Trap","Sap","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tray","Say","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tread","Said","Consonant Manner of Articulation","/t/","/s/","Initial"
"Treat","Seat","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tree","See","Consonant Manner of Articulation","/t/","/s/","Initial"
"Trend","Send","Consonant Manner of Articulation","/t/","/s/","Initial"
"Trip","Sip","Consonant Manner of Articulation","/t/","/s/","Initial"
"True","Sue","Consonant Manner of Articulation","/t/","/s/","Initial"
"Trunk","Sunk","Consonant Manner of Articulation","/t/","/s/","Initial"
"Try","Sigh","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tub","Sub","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tuck","Suck","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tune","Soon","Consonant Manner of Articulation","/t/","/s/","Initial"
"Turf","Surf","Consonant Manner of Articulation","/t/","/s/","Initial"
"Two","Sue","Consonant Manner of Articulation","/t/","/s/","Initial"
"Pants","Pass","Consonant Manner of Articulation","/t/","/s/","Final"
"Dip","Zip","Consonant Manner of Articulation","/d/","/z/","Initial"
"Road","Rose","Consonant Manner of Articulation","/d/","/z/","Final"
"Bead","Bees","Consonant Manner of Articulation","/d/","/z/","Final"
"Pat","Fat","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pail","Fail","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pour","Four","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pile","File","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pill","Fill","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pond","Fond","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pace","Face","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pan","Fan","Consonant Manner of Articulation","/p/","/f/","Initial"
"Part","Fart","Consonant Manner of Articulation","/p/","/f/","Initial"
"Peel","Feel","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pine","Fine","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pork","Fork","Consonant Manner of Articulation","/p/","/f/","Initial"
"Leap","Leaf","Consonant Manner of Articulation","/p/","/f/","Final"
"Chop","Cough","Consonant Manner of Articulation","/p/","/f/","Final"
"Bake","Make","Consonant Manner of Articulation","/b/","/m/","Initial"
"Beach","Meet","Consonant Manner of Articulation","/b/","/m/","Initial"
"Boat","Moat","Consonant Manner of Articulation","/b/","/m/","Initial"
"Bite","Might","Consonant Manner of Articulation","/b/","/m/","Initial"
"Ball","Mall","Consonant Manner of Articulation","/b/","/m/","Initial"
"Ban","Man","Consonant Manner of Articulation","/b/","/m/","Initial"
"Bat","Mat","Consonant Manner of Articulation","/b/","/m/","Initial"
"Bean","Mean","Consonant Manner of Articulation","/b/","/m/","Initial"
"Bend","Mend","Consonant Manner of Articulation","/b/","/m/","Initial"
"Best","Nest","Consonant Manner of Articulation","/b/","/n/","Initial"
"Boon","Noon","Consonant Manner of Articulation","/b/","/n/","Initial"
"Bought","Naught","Consonant Manner of Articulation","/b/","/n/","Initial"
"Bow","Know","Consonant Manner of Articulation","/b/","/n/","Initial"
"Map","Nap","Consonant Manner of Articulation","/m/","/n/","Initial"
"Might","Night","Consonant Manner of Articulation","/m/","/n/","Initial"
"Meat","Neat","Consonant Manner of Articulation","/m/","/n/","Initial"
"Mail","Nail","Consonant Manner of Articulation","/m/","/n/","Initial"
"More","Nor","Consonant Manner of Articulation","/m/","/n/","Initial"
"Mice","Nice","Consonant Manner of Articulation","/m/","/n/","Initial"
"Mound","Noun","Consonant Manner of Articulation","/m/","/n/","Initial"
"Sum","Sun","Consonant Manner of Articulation","/m/","/n/","Final"
"Same","Sane","Consonant Manner of Articulation","/m/","/n/","Final"
"Team","Teen","Consonant Manner of Articulation","/m/","/n/","Final"
"Lick","Wick","Consonant Manner of Articulation","/l/","/w/","Initial"
"Light","White","Consonant Manner of Articulation","/l/","/w/","Initial"
"Loot","Root","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lest","West","Consonant Manner of Articulation","/l/","/w/","Initial"
"Lied","Wide","Consonant Manner of Articulation","/l/","/w/","Initial"
"Read","Weed","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rake","Wake","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rest","West","Consonant Manner of Articulation","/r/","/w/","Initial"
"Right","White","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rung","Wung","Consonant Manner of Articulation","/r/","/w/","Initial"
"Yell","Well","Consonant Manner of Articulation","/j/","/w/","Initial"
"Yawn","Warn","Consonant Manner of Articulation","/j/","/w/","Initial"
"Yes","Guess","Consonant Manner of Articulation","/j/","/g/","Initial"
"Yet","Get","Consonant Manner of Articulation","/j/","/g/","Initial"
"Lake","Rake","Consonant Manner of Articulation","/l/","/r/","Initial"
"Light","Right","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lead","Read","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lane","Rain","Consonant Manner of Articulation","/l/","/r/","Initial"
"Load","Road","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lice","Rice","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lock","Rock","Consonant Manner of Articulation","/l/","/r/","Initial"
"Glass","Grass","Consonant Manner of Articulation","/l/","/r/","Medial"
"Flee","Free","Consonant Manner of Articulation","/l/","/r/","Medial"
"Play","Pray","Consonant Manner of Articulation","/l/","/r/","Medial"
"Belly","Berry","Consonant Manner of Articulation","/l/","/r/","Medial"
"Alive","Arrive","Consonant Manner of Articulation","/l/","/r/","Medial"
"Collect","Correct","Consonant Manner of Articulation","/l/","/r/","Medial"
"Stop","Shop","Consonant Manner of Articulation","/t/","/ʃ/","Initial"
"Tear","Share","Consonant Manner of Articulation","/t/","/ʃ/","Initial"
"Top","Chop","Consonant Manner of Articulation","/t/","/tʃ/","Initial"
"Tip","Chip","Consonant Manner of Articulation","/t/","/tʃ/","Initial"
"Tick","Chick","Consonant Manner of Articulation","/t/","/tʃ/","Initial"
"Tool","Cool","Consonant Manner of Articulation","/t/","/k/","Initial"
"Heat","Hit","Vowel Height","/iː/","/ɪ/","Medial"
"Beat","Bit","Vowel Height","/iː/","/ɪ/","Medial"
"Seat","Sit","Vowel Height","/iː/","/ɪ/","Medial"
"Feet","Fit","Vowel Height","/iː/","/ɪ/","Medial"
"Keen","Kin","Vowel Height","/iː/","/ɪ/","Medial"
"Leak","Lick","Vowel Height","/iː/","/ɪ/","Medial"
"Deep","Dip","Vowel Height","/iː/","/ɪ/","Medial"
"Sheep","Ship","Vowel Height","/iː/","/ɪ/","Medial"
"Green","Grin","Vowel Height","/iː/","/ɪ/","Medial"
"Steal","Still","Vowel Height","/iː/","/ɪ/","Medial"
"Cheek","Chick","Vowel Height","/iː/","/ɪ/","Medial"
"Deal","Dill","Vowel Height","/iː/","/ɪ/","Medial"
"Each","Itch","Vowel Height","/iː/","/ɪ/","Medial"
"Feel","Fill","Vowel Height","/iː/","/ɪ/","Medial"
"Read","Rid","Vowel Height","/iː/","/ɪ/","Medial"
"Seek","Sick","Vowel Height","/iː/","/ɪ/","Medial"
"Wean","Win","Vowel Height","/iː/","/ɪ/","Medial"
"Bean","Bin","Vowel Height","/iː/","/ɪ/","Medial"
"Deed","Did","Vowel Height","/iː/","/ɪ/","Medial"
"Eat","It","Vowel Height","/iː/","/ɪ/","Medial"
"Heap","Hip","Vowel Height","/iː/","/ɪ/","Medial"
"Heel","Hill","Vowel Height","/iː/","/ɪ/","Medial"
"Knee","Knit","Vowel Height","/iː/","/ɪ/","Medial"
"Lead","Lid","Vowel Height","/iː/","/ɪ/","Medial"
"Leap","Lip","Vowel Height","/iː/","/ɪ/","Medial"
"Least","List","Vowel Height","/iː/","/ɪ/","Medial"
"Meal","Mill","Vowel Height","/iː/","/ɪ/","Medial"
"Peak","Pick","Vowel Height","/iː/","/ɪ/","Medial"
"Seen","Sin","Vowel Height","/iː/","/ɪ/","Medial"
"Sleep","Slip","Vowel Height","/iː/","/ɪ/","Medial"
"Team","Tim","Vowel Height","/iː/","/ɪ/","Medial"
"Bait","Bet","Vowel Height","/eɪ/","/ɛ/","Medial"
"Late","Let","Vowel Height","/eɪ/","/ɛ/","Medial"
"Mate","Met","Vowel Height","/eɪ/","/ɛ/","Medial"
"Pain","Pen","Vowel Height","/eɪ/","/ɛ/","Medial"
"Raid","Red","Vowel Height","/eɪ/","/ɛ/","Medial"
"Sale","Sell","Vowel Height","/eɪ/","/ɛ/","Medial"
"Taste","Test","Vowel Height","/eɪ/","/ɛ/","Medial"
"Wait","Wet","Vowel Height","/eɪ/","/ɛ/","Medial"
"Gate","Get","Vowel Height","/eɪ/","/ɛ/","Medial"
"Fail","Fell","Vowel Height","/eɪ/","/ɛ/","Medial"
"Fade","Fed","Vowel Height","/eɪ/","/ɛ/","Medial"
"Laid","Led","Vowel Height","/eɪ/","/ɛ/","Medial"
"Main","Men","Vowel Height","/eɪ/","/ɛ/","Medial"
"Wade","Wed","Vowel Height","/eɪ/","/ɛ/","Medial"
"Date","Debt","Vowel Height","/eɪ/","/ɛ/","Medial"
"Grate","Great","Vowel Height","/eɪ/","/ɛ/","Medial"
"Pail","Pell","Vowel Height","/eɪ/","/ɛ/","Medial"
"Tail","Tell","Vowel Height","/eɪ/","/ɛ/","Medial"
"Trade","Tread","Vowel Height","/eɪ/","/ɛ/","Medial"
"Fell","Fill","Vowel Height","/ɛ/","/ɪ/","Medial"
"Set","Sit","Vowel Height","/ɛ/","/ɪ/","Medial"
"Ten","Tin","Vowel Height","/ɛ/","/ɪ/","Medial"
"Bet","Bit","Vowel Height","/ɛ/","/ɪ/","Medial"
"Did","Dead","Vowel Height","/ɪ/","/ɛ/","Medial"
"Desk","Disk","Vowel Height","/ɛ/","/ɪ/","Medial"
"Knit","Net","Vowel Height","/ɪ/","/ɛ/","Medial"
"List","Lest","Vowel Height","/ɪ/","/ɛ/","Medial"
"Pick","Peck","Vowel Height","/ɪ/","/ɛ/","Medial"
"Pin","Pen","Vowel Height","/ɪ/","/ɛ/","Medial"
"Bell","Bill","Vowel Height","/ɛ/","/ɪ/","Medial"
"Beg","Big","Vowel Height","/ɛ/","/ɪ/","Medial"
"Check","Chick","Vowel Height","/ɛ/","/ɪ/","Medial"
"Den","Din","Vowel Height","/ɛ/","/ɪ/","Medial"
"Fetch","Fitch","Vowel Height","/ɛ/","/ɪ/","Medial"
"Gem","Jim","Vowel Height","/ɛ/","/ɪ/","Medial"
"Hem","Him","Vowel Height","/ɛ/","/ɪ/","Medial"
"Left","Lift","Vowel Height","/ɛ/","/ɪ/","Medial"
"Mess","Miss","Vowel Height","/ɛ/","/ɪ/","Medial"
"Neck","Nick","Vowel Height","/ɛ/","/ɪ/","Medial"
"Peg","Pig","Vowel Height","/ɛ/","/ɪ/","Medial"
"Wreck","Rick","Vowel Height","/ɛ/","/ɪ/","Medial"
"Bet","Bat","Vowel Height","/ɛ/","/æ/","Medial"
"Bed","Bad","Vowel Height","/ɛ/","/æ/","Medial"
"Head","Had","Vowel Height","/ɛ/","/æ/","Medial"
"Men","Man","Vowel Height","/ɛ/","/æ/","Medial"
"Said","Sad","Vowel Height","/ɛ/","/æ/","Medial"
"Send","Sand","Vowel Height","/ɛ/","/æ/","Medial"
"Blend","Bland","Vowel Height","/ɛ/","/æ/","Medial"
"Beg","Bag","Vowel Height","/ɛ/","/æ/","Medial"
"End","And","Vowel Height","/ɛ/","/æ/","Medial"
"Gem","Jam","Vowel Height","/ɛ/","/æ/","Medial"
"Left","Laughed","Vowel Height","/ɛ/","/æ/","Medial"
"Bend","Band","Vowel Height","/ɛ/","/æ/","Medial"
"Dead","Dad","Vowel Height","/ɛ/","/æ/","Medial"
"Flesh","Flash","Vowel Height","/ɛ/","/æ/","Medial"
"Guess","Gas","Vowel Height","/ɛ/","/æ/","Medial"
"Lend","Land","Vowel Height","/ɛ/","/æ/","Medial"
"Mesh","Mash","Vowel Height","/ɛ/","/æ/","Medial"
"Peck","Pack","Vowel Height","/ɛ/","/æ/","Medial"
"Pet","Pat","Vowel Height","/ɛ/","/æ/","Medial"
"Scent","Sant","Vowel Height","/ɛ/","/æ/","Medial"
"Pool","Pull","Vowel Height","/uː/","/ʊ/","Medial"
"Food","Foot","Vowel Height","/uː/","/ʊ/","Medial"
"Luke","Look","Vowel Height","/uː/","/ʊ/","Medial"
"Suit","Soot","Vowel Height","/uː/","/ʊ/","Medial"
"Fool","Full","Vowel Height","/uː/","/ʊ/","Medial"
"Cooed","Could","Vowel Height","/uː/","/ʊ/","Medial"
"Wooed","Would","Vowel Height","/uː/","/ʊ/","Medial"
"Stewed","Stood","Vowel Height","/uː/","/ʊ/","Medial"
"Could","Cud","Vowel Height","/ʊ/","/ʌ/","Medial"
"Look","Luck","Vowel Height","/ʊ/","/ʌ/","Medial"
"Put","Putt","Vowel Height","/ʊ/","/ʌ/","Medial"
"Book","Buck","Vowel Height","/ʊ/","/ʌ/","Medial"
"Shook","Shuck","Vowel Height","/ʊ/","/ʌ/","Medial"
"Took","Tuck","Vowel Height","/ʊ/","/ʌ/","Medial"
"Hood","Hud","Vowel Height","/ʊ/","/ʌ/","Medial"
"Stood","Stud","Vowel Height","/ʊ/","/ʌ/","Medial"
"Boat","Bought","Vowel Height","/oʊ/","/ɔː/","Medial"
"Coat","Caught","Vowel Height","/oʊ/","/ɔː/","Medial"
"Ball","Bowl","Vowel Height","/ɔː/","/oʊ/","Medial"
"Lawn","Loan","Vowel Height","/ɔː/","/oʊ/","Medial"
"Coal","Call","Vowel Height","/oʊ/","/ɔː/","Medial"
"Woke","Walk","Vowel Height","/oʊ/","/ɔː/","Medial"
"Stole","Stall","Vowel Height","/oʊ/","/ɔː/","Medial"
"Close","Claws","Vowel Height","/oʊ/","/ɔː/","Medial"
"Flow","Flaw","Vowel Height","/oʊ/","/ɔː/","Medial"
"Goal","Gall","Vowel Height","/oʊ/","/ɔː/","Medial"
"Hole","Hall","Vowel Height","/oʊ/","/ɔː/","Medial"
"Low","Law","Vowel Height","/oʊ/","/ɔː/","Medial"
"Note","Naught","Vowel Height","/oʊ/","/ɔː/","Medial"
"Own","Awn","Vowel Height","/oʊ/","/ɔː/","Medial"
"Pole","Paul","Vowel Height","/oʊ/","/ɔː/","Medial"
"Roll","Rall","Vowel Height","/oʊ/","/ɔː/","Medial"
"Sow","Saw","Vowel Height","/oʊ/","/ɔː/","Medial"
"Tote","Taught","Vowel Height","/oʊ/","/ɔː/","Medial"
"Hat","Hot","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Cat","Cot","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Sack","Sock","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Map","Mop","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Lack","Lock","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Tap","Top","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Cap","Cop","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Block","Black","Vowel Place/Fronting","/ɑ/","/æ/","Medial"
"Add","Odd","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Band","Bond","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Gnat","Not","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Rack","Rock","Vowel Place/Fronting","/æ/","/ɑ/","Medial"
"Ban","Bun","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Cap","Cup","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Fan","Fun","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Ran","Run","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Track","Truck","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Bag","Bug","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Ankle","Uncle","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Bat","Butt","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Drank","Drunk","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Mash","Mush","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Damp","Dump","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Fang","Fung","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Ham","Hum","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Hang","Hung","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Mad","Mud","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Rag","Rug","Vowel Place/Fronting","/æ/","/ʌ/","Medial"
"Who","He","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Boot","Beat","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Mood","Mead","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Shoe","She","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Boom","Beam","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Choose","Cheese","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Cool","Keel","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Fool","Feel","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Goose","Geese","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Hoot","Heat","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Loom","Leam","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Lose","Lease","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Moon","Mean","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Pool","Peel","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Rude","Reed","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Shoot","Sheet","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Tooth","Teeth","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Team","Tame","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Lean","Lane","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Seek","Sake","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Mean","Main","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Beat","Bait","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Deal","Dale","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Eat","Ate","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Feat","Fate","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Heat","Hate","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Keen","Cane","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Leak","Lake","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Meat","Mate","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Peace","Pace","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Read","Raid","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Seal","Sale","Vowel Place/Fronting","/iː/","/eɪ/","Medial"
"Bait","Bite","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Late","Light","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Rate","Right","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Race","Rice","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"File","Fail","Vowel Place/Fronting","/aɪ/","/eɪ/","Medial"
"Hate","Height","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Bake","Bike","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Face","Vice","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Lace","Lice","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Lame","Lime","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Lane","Line","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Mail","Mile","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Pain","Pine","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Wait","White","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Load","Loud","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Tone","Town","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Coach","Couch","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Found","Phone","Vowel Place/Fronting","/aʊ/","/oʊ/","Medial"
"Boat","Bout","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Dough","Dow","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Know","Now","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Nose","House","Vowel Place/Fronting","/oʊ/","/aʊ/","Medial"
"Hot","Hut","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Lock","Luck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Rob","Rub","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Shot","Shut","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Cop","Cup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Not","Nut","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Pop","Pup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Cot","Cut","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Bock","Buck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Chop","Chup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
